tag,x,y
yellow,-14.408779198861527,-10.05894552413488
yellow,-12.986640574652082,-10.73596464373771
yellow,-11.463335256674819,-11.685031026514485
yellow,-9.613052631583402,-11.771897381391
yellow,-7.432163222852099,-11.597997641871999
yellow,-5.483073617351842,-10.92920988909439
yellow,-4.537810694132519,-10.169768957032968
yellow,-3.8750003928520824,-9.405455542164306
yellow,-3.2037647319558613,-8.336332630859685
yellow,-2.7116143647752264,-7.5779924969844865
yellow,-1.7450770310617203,-6.096109403353242
yellow,-0.7528506930274412,-4.788441408413104
yellow,0.1355770829606343,-3.6464618729903586
yellow,1.0307534270772682,-2.962882796263745
yellow,2.043628375149085,-2.4475917094295525
yellow,3.18170581156444,-2.154285493839841
big_orange,4.152545590729751,-2.1277541904727655
big_orange,4.4225085251891185,-2.0746701929327087
big_orange,3.796969849331404,2.099092627956534
big_orange,4.064155463229586,2.1033317537871987
blue,4.8214289796707925,2.109534520969823
blue,7.362084881419405,2.2996896382192737
blue,8.85352742337615,2.095388080882326
blue,10.27972573610968,1.5555186727891026
blue,11.36584017246341,0.6150953153328437
blue,11.83304349910687,-0.8292191570937713
blue,12.108844855346984,-2.585824340989765
blue,12.739354408724912,-3.9622404928255888
blue,14.23705605594812,-4.29034698069868
blue,16.30439192053535,-3.6306687056767313
blue,18.56879719193405,-1.8938874403966965
blue,19.564050074725433,-0.43156880133046077
blue,19.939860737553776,1.094348420758153
blue,20.26345106068241,2.4756959009065946
blue,20.40736412759099,3.9396462829328445
blue,19.83989533877488,5.480784110047874
blue,18.62329169235484,7.685268326155173
blue,17.236067492728257,9.12498794566818
blue,15.245809163684745,9.844538271911397
blue,14.037464908705077,9.9974619439644
blue,12.474932555743347,9.859100764528208
blue,11.717815928885946,9.335469463877041
blue,11.206552284212398,8.149798904542228
blue,11.121536880799683,6.828570523050228
blue,11.089103792355496,5.423714410866328
blue,10.322925798841846,4.1612185238235755
blue,8.988343264840141,3.3039751500155905
blue,7.222726623899107,3.091712547316123
blue,5.284647391741218,2.891301906877059
blue,3.8164691043131427,2.868736036678886
blue,2.529690135249283,2.7088008638666
blue,1.5252200228737984,2.7890373150475756
blue,0.14567319501929582,3.080291042039387
blue,-0.8196889122386551,3.6908475562100964
blue,-2.228840832571205,4.773949619520888
blue,-3.367631466225215,5.85537457586615
blue,-5.0768380693607975,6.366438186335612
blue,-5.992009869586433,5.911634285918478
blue,-6.138349926675422,4.809588502000279
blue,-5.621073259159888,3.057539222654084
blue,-5.7435806540893575,1.4973061031362862
blue,-5.98044005978915,0.21567549281799
blue,-6.69282893879381,-0.9405404900182862
blue,-7.833151155935672,-2.218574142081634
blue,-9.149036373922941,-3.1939194036578407
blue,-10.477001962463145,-4.321130469053749
blue,-11.44095543648099,-5.446559209881228
blue,-10.97991515616471,-6.9431300898168695
blue,-9.71003554814767,-7.265180402578588
blue,-8.16531074104349,-7.0056280000053475
blue,-6.800706765361042,-6.458798806725916
blue,-5.72646770180295,-5.112721213656666
blue,-4.554133358810368,-3.8375917176328773
blue,-3.4278001577254127,-2.4512542635725496
blue,-2.4891337734962113,-1.2831951619269515
blue,-1.5027682092815549,-0.14692690437766567
blue,-0.3753500330211936,1.1075215976557387
blue,0.7295692745355773,1.735027937512749
blue,2.06942919758116,2.005554994720331
blue,3.1698856110931,2.1001675143921634
yellow,3.914515901584666,6.9856344079931825
